,Similar_Q1,Different_Q1,Similar_Q2,Different_Q2,Similar_Q3,Different_Q3,Similar_Q4,Different_Q4,Similar_Q5,Different_Q5,Similar_Q6,Different_Q6,Similar_Q7,Different_Q7,Similar_Q8,Different_Q8,Similar_Q9,Different_Q9,Similar_Q10,Different_Q10,Similar_Q11,Different_Q11,Similar_Q12,Different_Q12,Similar_Q13,Different_Q13,Similar_Q14,Different_Q14,Similar_Q15,Different_Q15,Similar_Q16,Different_Q16,Similar_Q17,Different_Q17,Similar_Q18,Different_Q18,Similar_Q19,Different_Q19,Similar_Q20,Different_Q20,Similar_Q21,Different_Q21,Similar_Q22,Different_Q22,Similar_Q23,Different_Q23,Similar_Q24,Different_Q24,Similar_Q25,Different_Q25,Similar_Q26,Different_Q26,Similar_Q27,Different_Q27,Similar_Q28,Different_Q28,Similar_Q29,Different_Q29,Similar_Q30,Different_Q30,Similar_Q31,Different_Q31,Similar_Q32,Different_Q32,Similar_Q33,Different_Q33,Similar_Q34,Different_Q34,Similar_Q35,Different_Q35,Similar_Q36,Different_Q36,Similar_Q37,Different_Q37,Similar_Q38,Different_Q38,Similar_Q39,Different_Q39,Similar_Q40,Different_Q40,Similar_Q41,Different_Q41,Similar_Q42,Different_Q42,Similar_Q43,Different_Q43,Similar_Q44,Different_Q44,Similar_Q45,Different_Q45,Similar_Q46,Different_Q46,Similar_Q47,Different_Q47,Similar_Q48,Different_Q48,Similar_Q49,Different_Q49,Similar_Q50,Different_Q50,Similar_Q51,Different_Q51,Similar_Q52,Different_Q52,Similar_Q53,Different_Q53,Similar_Q54,Different_Q54,Similar_Q55,Different_Q55,Similar_Q56,Different_Q56,Similar_Q57,Different_Q57,Similar_Q58,Different_Q58,Similar_Q59,Different_Q59,Similar_Q60,Different_Q60,Similar_Q61,Different_Q61,Similar_Q62,Different_Q62,Similar_Q63,Different_Q63,Similar_Q64,Different_Q64,Similar_Q65,Different_Q65,Similar_Q66,Different_Q66,Similar_Q67,Different_Q67,Similar_Q68,Different_Q68,Similar_Q69,Different_Q69,Similar_Q70,Different_Q70,Similar_Q71,Different_Q71,Similar_Q72,Different_Q72,Similar_Q73,Different_Q73,Similar_Q74,Different_Q74,Similar_Q75,Different_Q75,Similar_Q76,Different_Q76,Similar_Q77,Different_Q77,Similar_Q78,Different_Q78,Similar_Q79,Different_Q79,Similar_Q80,Different_Q80,Similar_Q81,Different_Q81,Similar_Q82,Different_Q82,Similar_Q83,Different_Q83,Similar_Q84,Different_Q84,Similar_Q85,Different_Q85,Similar_Q86,Different_Q86,Similar_Q87,Different_Q87,Similar_Q88,Different_Q88,Similar_Q89,Different_Q89,Similar_Q90,Different_Q90,Similar_Q91,Different_Q91,Similar_Q92,Different_Q92,Similar_Q93,Different_Q93,Similar_Q94,Different_Q94,Similar_Q95,Different_Q95,Similar_Q96,Different_Q96,Similar_Q97,Different_Q97,Similar_Q98,Different_Q98,Similar_Q99,Different_Q99,Similar_Q100,Different_Q100,Similar_Q101,Different_Q101,Similar_Q102,Different_Q102,Similar_Q103,Different_Q103,Similar_Q104,Different_Q104,Similar_Q105,Different_Q105,Similar_Q106,Different_Q106,Similar_Q107,Different_Q107,Similar_Q108,Different_Q108,Similar_Q109,Different_Q109,Similar_Q110,Different_Q110,Similar_Q111,Different_Q111,Similar_Q112,Different_Q112,Similar_Q113,Different_Q113,Similar_Q114,Different_Q114,Similar_Q115,Different_Q115,Similar_Q116,Different_Q116,Similar_Q117,Different_Q117,Similar_Q118,Different_Q118,Similar_Q119,Different_Q119,Similar_Q120,Different_Q120,Similar_Q121,Different_Q121,Similar_Q122,Different_Q122,Similar_Q123,Different_Q123,Similar_Q124,Different_Q124,Similar_Q125,Different_Q125,Similar_Q126,Different_Q126,Similar_Q127,Different_Q127,Similar_Q128,Different_Q128,Similar_Q129,Different_Q129,Similar_Q130,Different_Q130,Similar_Q131,Different_Q131,Similar_Q132,Different_Q132,Similar_Q133,Different_Q133,Similar_Q134,Different_Q134,Similar_Q135,Different_Q135,Similar_Q136,Different_Q136,Similar_Q137,Different_Q137,Similar_Q138,Different_Q138,Similar_Q139,Different_Q139,Similar_Q140,Different_Q140,Similar_Q141,Different_Q141,Similar_Q142,Different_Q142,Similar_Q143,Different_Q143,Similar_Q144,Different_Q144,Similar_Q145,Different_Q145,Similar_Q146,Different_Q146,Similar_Q147,Different_Q147,Similar_Q148,Different_Q148,Similar_Q149,Different_Q149,Similar_Q150,Different_Q150,Similar_Q151,Different_Q151,Similar_Q152,Different_Q152,Similar_Q153,Different_Q153,Similar_Q154,Different_Q154,Similar_Q155,Different_Q155,Similar_Q156,Different_Q156,Similar_Q157,Different_Q157,Similar_Q158,Different_Q158,Similar_Q159,Different_Q159,Similar_Q160,Different_Q160,Similar_Q161,Different_Q161,Similar_Q162,Different_Q162,Similar_Q163,Different_Q163,Similar_Q164,Different_Q164,Similar_Q165,Different_Q165,Similar_Q166,Different_Q166,Similar_Q167,Different_Q167,Similar_Q168,Different_Q168,Similar_Q169,Different_Q169,Similar_Q170,Different_Q170,Similar_Q171,Different_Q171,Similar_Q172,Different_Q172,Similar_Q173,Different_Q173,Similar_Q174,Different_Q174,Similar_Q175,Different_Q175,Similar_Q176,Different_Q176,Similar_Q177,Different_Q177,Similar_Q178,Different_Q178,Similar_Q179,Different_Q179,Similar_Q180,Different_Q180,Similar_Q181,Different_Q181,Similar_Q182,Different_Q182,Similar_Q183,Different_Q183,Similar_Q184,Different_Q184,Similar_Q185,Different_Q185,Similar_Q186,Different_Q186,Similar_Q187,Different_Q187,Similar_Q188,Different_Q188,Similar_Q189,Different_Q189,Similar_Q190,Different_Q190,Similar_Q191,Different_Q191,Similar_Q192,Different_Q192,Similar_Q193,Different_Q193,Similar_Q194,Different_Q194,Similar_Q195,Different_Q195,Similar_Q196,Different_Q196,Similar_Q197,Different_Q197,Similar_Q198,Different_Q198,Similar_Q199,Different_Q199,Similar_Q200,Different_Q200
48,0,0,0,0,0,0,0,0,0,0,0,0,349457,125657,0,0,0,0,239931,129473,129981,329365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331236,177247,0,0,0,0,0,0,0,0,0,0,0,0,199041,702965,20056,527035,0,0,0,0,0,0,366326,220984,0,0,0,0,220884,235167,0,0,0,0,0,0,0,0,0,0,665987,256840,0,0,0,0,0,0,0,0,61629,273538,0,0,0,0,0,0,501108,291999,805889,298356,0,0,0,0,0,0,184779,321879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248710,416880,0,0,421909,941970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734965,500186,0,0,0,0,0,0,0,0,0,0,521430,660890,52528,681669,0,0,0,0,0,0,0,0,559042,539439,0,0,0,0,103355,555839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528178,64820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72991,791971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256840,791743,0,0,158823,805889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139182,973324,0,0,0,0,0,0
49,103355,491072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128391,822352,239931,129473,129981,329365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691095,171829,171836,486232,0,0,314877,173416,0,0,0,0,0,0,0,0,0,0,0,0,191335,286103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248710,177804,156730,252764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327069,135230,32711,20056,592673,328947,0,0,0,0,0,0,0,0,269536,350605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416880,248710,0,0,0,0,0,0,0,0,0,0,0,0,319030,454351,0,0,0,0,0,0,486232,197775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543176,690607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902648,61629,0,0,618992,41090,0,0,0,0,0,0,0,0,0,0,235362,638353,0,0,0,0,0,0,0,0,0,0,654811,874371,0,0,0,0,0,0,400573,671155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954698,873332,0,0,0,0,699438,889765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131932,889765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486232,171836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235796,601863,0,0,248710,177804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20056,32711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591723,365871,0,0,0,0,0,0,0,0,39081,555839,0,0,384681,41090,0,0,420571,917040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955592,491072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54886,772838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177789,592673,0,0,601661,539439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644167,648663,648143,114352,64820,528178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690607,128148,0,0,473254,691095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791971,452366,0,0,0,0,0,0,0,0,0,0,858158,218126,0,0,0,0,0,0,270936,87498,699438,889765,0,0,0,0,0,0,0,0,917040,573665,0,0,0,0,0,0,0,0,0,0,954698,918232,0,0,0,0,139182,973324,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385777,137337,0,0,0,0,152617,288790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421909,175203,0,0,0,0,0,0,129473,17955,0,0,0,0,0,0,0,0,0,0,644167,214176,0,0,760463,220884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278167,579879,0,0,0,0,501108,291999,0,0,0,0,0,0,0,0,0,0,327069,135230,0,0,0,0,0,0,0,0,0,0,0,0,269536,350605,0,0,0,0,231915,365838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420571,917040,421909,941970,0,0,43585,743974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491072,955592,0,0,0,0,0,0,0,0,0,0,0,0,521430,660890,0,0,0,0,528178,671155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601661,539439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644167,648663,0,0,64820,528178,648663,273538,0,0,0,0,0,0,0,0,0,0,0,0,681669,199041,0,0,0,0,0,0,0,0,0,0,0,0,718315,454351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776997,750201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870910,731899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912756,139182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177789,61476,0,0,0,0,0,0,0,0,0,0,0,0,20056,527035,0,0,0,0,0,0,0,0,0,0,0,0,220884,235167,0,0,0,0,0,0,0,0,0,0,0,0,258795,43585,0,0,822209,269536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39081,555839,0,0,0,0,248710,416880,0,0,0,0,0,0,0,0,439792,214176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543176,527035,528178,671155,0,0,536226,321879,0,0,543176,690607,54886,772838,0,0,559042,989436,721747,564685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601661,539439,0,0,0,0,0,0,61476,171836,0,0,0,0,0,0,0,0,0,0,0,0,627438,489492,0,0,0,0,0,0,0,0,0,0,273538,648663,650308,631347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84654,734994,0,0,0,0,755073,899159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218126,858158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139182,973324,0,0,0,0,0,0
53,0,0,0,0,0,0,732180,114352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191335,286103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239931,969587,248710,177804,0,0,0,0,0,0,0,0,0,0,121958,270936,0,0,0,0,0,0,0,0,291999,501108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591723,365871,0,0,0,0,0,0,0,0,0,0,0,0,384681,41090,0,0,0,0,421909,941970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543176,690607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618467,690907,0,0,0,0,787201,627083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650308,631347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856703,702965,0,0,0,0,0,0,137337,721772,0,0,0,0,731899,627234,0,0,0,0,0,0,0,0,776997,750201,0,0,0,0,0,0,0,0,776997,259178,787201,973324,0,0,0,0,0,0,0,0,291999,822209,0,0,0,0,0,0,0,0,0,0,954698,873332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917040,573665,0,0,0,0,0,0,0,0,953277,157164,0,0,351279,955592,529036,969587,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,125657,349457,128148,791743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718315,155576,156542,416880,0,0,0,0,0,0,0,0,0,0,171890,328947,173416,314877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39081,22671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286103,365838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135230,327069,0,0,0,0,0,0,924618,331236,0,0,349457,648143,0,0,0,0,0,0,0,0,0,0,365890,564685,366326,175203,0,0,0,0,0,0,0,0,0,0,416880,248710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543176,527035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690907,618467,0,0,0,0,0,0,0,0,627438,489492,0,0,0,0,644167,648663,0,0,0,0,648663,273538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731899,627234,0,0,0,0,0,0,0,0,0,0,0,0,327069,760463,0,0,772838,536226,0,0,0,0,298356,790180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954698,873332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365871,924618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764121,135230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177247,331236,0,0,0,0,0,0,0,0,286103,191335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601863,235796,239931,969587,0,0,0,0,0,0,43585,258795,259178,565894,0,0,0,0,0,0,278167,579879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231915,365838,0,0,0,0,0,0,384681,650308,385777,51663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177247,501108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129981,529036,0,0,0,0,0,0,0,0,103355,555839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593128,22671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41090,618992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654811,874371,0,0,0,0,0,0,0,0,0,0,0,0,54886,690907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743974,638353,0,0,0,0,0,0,0,0,0,0,0,0,787201,973324,0,0,791743,256840,0,0,0,0,0,0,822352,734994,84654,953277,623094,856703,218126,858158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,149503,107450,0,0,0,0,0,0,0,0,0,0,128148,791743,0,0,239931,129473,0,0,131932,889765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421909,175203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20056,527035,0,0,0,0,0,0,0,0,0,0,231915,978217,0,0,0,0,0,0,0,0,0,0,0,0,665987,256840,0,0,259178,565894,0,0,0,0,273538,61629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365890,564685,0,0,384681,650308,385777,51663,0,0,0,0,0,0,416880,248710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486232,197775,0,0,0,0,0,0,0,0,177247,501108,0,0,0,0,191335,519332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235796,579879,755073,591723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489492,627438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400573,671155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953277,84654,0,0,0,0,0,0,954698,873332,0,0,0,0,0,0,0,0,902648,704107,0,0,0,0,0,0,0,0,924618,365871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,17955,110268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129981,329365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328947,171890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822209,269536,0,0,0,0,278167,579879,0,0,0,0,0,0,298356,805889,0,0,314877,790180,500328,319030,0,0,327069,135230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385777,51663,0,0,0,0,384681,41090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171829,461243,0,0,0,0,486232,197775,489492,131932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521430,660890,0,0,543176,527035,0,0,0,0,0,0,539439,559042,0,0,0,0,0,0,0,0,564685,721747,0,0,0,0,0,0,0,0,0,0,592673,177789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618992,41090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64820,528178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473254,691095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856703,623094,0,0,0,0,954698,873332,0,0,0,0,0,0,627083,899159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239931,129473,129981,329365,0,0,764121,135230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199041,702965,0,0,644167,214176,64820,218126,0,0,0,0,0,0,231915,978217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259178,565894,0,0,121958,270936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347449,461243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43585,743974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516349,593128,0,0,0,0,0,0,52528,681669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559042,989436,721747,564685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787201,627083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870910,65725,660890,905778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87498,704107,0,0,721747,128391,0,0,0,0,0,0,731899,627234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776997,259178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856703,623094,0,0,0,0,0,0,0,0,270936,87498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973324,139182,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128391,822352,0,0,0,0,0,0,135230,764121,0,0,139182,912756,0,0,288790,152617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314877,173416,0,0,0,0,177789,61476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644167,214176,0,0,0,0,0,0,0,0,0,0,235167,220884,0,0,0,0,0,0,248710,177804,156730,252764,0,0,0,0,259178,565894,269536,822209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331236,924618,0,0,648143,349457,0,0,351279,618467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43585,743974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131932,489492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129981,529036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607086,568550,0,0,235796,579879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528178,64820,648663,273538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473254,691095,420571,699438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627234,731899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
